File  	Rouge-1	Rouge-2	Rouge-3	Rouge-4	Rouge-5
68013	0.42857	0.07692	0.02703	0.00000	0.00000	
69193	0.41935	0.17143	0.06061	0.03226	0.00000	
70100	0.28767	0.07071	0.01020	0.00000	0.00000	
70347	0.56250	0.22222	0.17647	0.12500	0.06667	
70627	0.36842	0.06383	0.00000	0.00000	0.00000	
70723	0.44444	0.12500	0.00000	0.00000	0.00000	
70847	0.29167	0.04167	0.00000	0.00000	0.00000	
70895	0.46512	0.40816	0.32653	0.24444	0.19512	
70976	0.32258	0.00000	0.00000	0.00000	0.00000	
73543	0.22222	0.00000	0.00000	0.00000	0.00000	
73825	0.43750	0.21951	0.09524	0.02500	0.00000	
74848	0.33929	0.12500	0.05479	0.02817	0.01449	
75348	0.60000	0.25000	0.00000	0.00000	0.00000	
75839	0.32075	0.04615	0.03175	0.01724	0.00000	
76453	0.36111	0.14634	0.07317	0.05128	0.00000	
76769	0.36538	0.13559	0.05357	0.01923	0.00000	
76784	0.31373	0.11864	0.05085	0.01786	0.00000	
77404	0.35714	0.11538	0.08696	0.04762	0.00000	
77559	0.26667	0.11429	0.02941	0.00000	0.00000	
77997	0.22581	0.00000	0.00000	0.00000	0.00000	
78329	0.33333	0.11429	0.06061	0.01613	0.00000	
78839	0.35000	0.14286	0.05000	0.00000	0.00000	
78857	0.22642	0.03448	0.00000	0.00000	0.00000	
79970	0.42857	0.07317	0.02439	0.00000	0.00000	
80286	0.42254	0.13333	0.03488	0.00000	0.00000	
80379	0.37209	0.13725	0.06122	0.00000	0.00000	
81392	0.27500	0.10101	0.02041	0.00000	0.00000	
81394	0.40351	0.08955	0.01538	0.00000	0.00000	
81446	0.31707	0.08696	0.00000	0.00000	0.00000	
81572	0.23529	0.06667	0.01754	0.00000	0.00000	
82988	0.46429	0.17647	0.06250	0.00000	0.00000	
84359	0.62500	0.28571	0.20000	0.00000	0.00000	
84413	0.32609	0.11111	0.04762	0.01613	0.00000	
84712	0.20000	0.08411	0.02586	0.01739	0.00893	
84981	0.68750	0.18750	0.06250	0.00000	0.00000	
84999	0.33333	0.01818	0.00000	0.00000	0.00000	
85172	0.42857	0.00000	0.00000	0.00000	0.00000	
85964	0.40000	0.05000	0.00000	0.00000	0.00000	
86416	0.35135	0.13542	0.04301	0.01136	0.00000	
86654	0.56250	0.32432	0.17143	0.12121	0.06452	
87072	0.40000	0.09091	0.00000	0.00000	0.00000	
87850	0.27000	0.03906	0.00763	0.00000	0.00000	
89529	0.35135	0.13953	0.07317	0.05128	0.02778	
89933	0.27848	0.11458	0.03093	0.00000	0.00000	
89943	0.27143	0.06667	0.00901	0.00000	0.00000	
90078	0.25000	0.05319	0.00000	0.00000	0.00000	
90364	0.75000	0.66667	0.54545	0.50000	0.44444	
90735	0.32609	0.11765	0.04167	0.00000	0.00000	
91020	0.28571	0.15748	0.06504	0.02542	0.00893	
91166	0.25000	0.06818	0.00000	0.00000	0.00000	
91797	0.26923	0.11765	0.01408	0.00000	0.00000	
92667	0.53191	0.17241	0.04918	0.01724	0.00000	
92675	0.39726	0.09877	0.00000	0.00000	0.00000	
93075	0.34000	0.10169	0.03509	0.00000	0.00000	
93142	0.25714	0.02564	0.00000	0.00000	0.00000	
94177	0.22549	0.08280	0.01875	0.00637	0.00000	
94576	0.32075	0.10145	0.05797	0.02985	0.01587	
94649	0.46341	0.14583	0.04255	0.00000	0.00000	
95429	0.26923	0.07143	0.00000	0.00000	0.00000	
95465	0.40000	0.00000	0.00000	0.00000	0.00000	
95759	0.35556	0.13115	0.01471	0.00000	0.00000	
96215	0.43750	0.11765	0.00000	0.00000	0.00000	
96790	0.18421	0.03106	0.01250	0.00662	0.00000	
96885	0.20354	0.04795	0.00680	0.00000	0.00000	
98089	0.43750	0.05556	0.00000	0.00000	0.00000	
98250	0.21429	0.00000	0.00000	0.00000	0.00000	
98392	0.27397	0.05556	0.00000	0.00000	0.00000	
98745	0.41860	0.18852	0.08462	0.03125	0.00800	
Average	0.36944	0.11965	0.04381	0.01903	0.00981	
Total time taken= 575.88 seconds
