File  	Rouge-1	Rouge-2	Rouge-3	Rouge-4	Rouge-5
62811	0.43902	0.43000	0.32667	0.29255	0.26364	
62823	0.30000	0.25000	0.19118	0.16667	0.14688	
63449	0.24000	0.14205	0.09921	0.09810	0.10137	
64006	0.41667	0.28082	0.23474	0.22426	0.21538	
64179	0.42000	0.39344	0.33333	0.27049	0.23051	
64255	0.18284	0.09132	0.06809	0.05965	0.05548	
64309	0.29412	0.10000	0.06061	0.05645	0.05517	
64820	0.42857	0.26923	0.19298	0.17361	0.15294	
65605	0.56667	0.61429	0.48039	0.42969	0.40000	
66388	0.15385	0.15169	0.12281	0.11957	0.11818	
67316	0.70588	0.58333	0.52941	0.51562	0.49333	
67662	0.43548	0.34066	0.30584	0.25260	0.21319	
67792	0.35000	0.35714	0.33333	0.32353	0.34667	
68013	0.45714	0.37179	0.37838	0.38571	0.40606	
69193	0.45161	0.45714	0.38384	0.35484	0.32414	
70100	0.30137	0.28788	0.24150	0.22826	0.22326	
70347	0.62500	0.86111	0.86275	0.82812	0.78667	
70627	0.39474	0.24468	0.20741	0.22093	0.22439	
70723	0.44444	1.50000	1.85714	2.00000	2.36000	
70847	0.29167	0.45833	0.46032	0.35526	0.34444	
70895	0.48837	0.60204	0.58503	0.55556	0.52683	
70976	0.32258	0.20000	0.21212	0.21774	0.22759	
73543	0.22222	0.12500	0.14286	0.16667	0.20000	
73825	0.50000	0.41463	0.31746	0.26250	0.24211	
74848	0.35714	0.30556	0.24201	0.21831	0.18841	
75348	0.60000	1.37500	1.55556	2.12500	4.00000	
75839	0.35849	0.35385	0.31746	0.31034	0.29434	
76453	0.38889	0.42683	0.42276	0.42949	0.41081	
76769	0.40385	0.32203	0.24405	0.22596	0.21702	
76784	0.37255	0.29661	0.24294	0.22768	0.21132	
77404	0.39286	0.32692	0.33333	0.33333	0.31579	
77559	0.30000	0.42857	0.36275	0.35938	0.36000	
77997	0.25806	0.09375	0.10000	0.10714	0.10769	
78329	0.36842	0.28571	0.27778	0.24597	0.24211	
78839	0.35000	0.35714	0.31667	0.28947	0.30000	
78857	0.24528	0.09483	0.06548	0.06132	0.05600	
79970	0.48571	0.41463	0.37398	0.31250	0.28421	
80286	0.45070	0.36667	0.30620	0.27439	0.26076	
80379	0.46512	0.47059	0.40816	0.37500	0.34884	
81392	0.33750	0.29293	0.21429	0.19565	0.19535	
81394	0.40351	0.26866	0.21538	0.21721	0.21404	
81446	0.36585	0.35870	0.30952	0.31081	0.31875	
81572	0.27451	0.19167	0.14620	0.12736	0.12653	
82988	0.46429	0.45588	0.35417	0.31667	0.30714	
84359	0.62500	1.71429	2.33333	1.33333	2.00000	
84413	0.32609	0.21429	0.16931	0.15726	0.14915	
84712	0.26250	0.21963	0.14080	0.12826	0.11607	
84981	0.68750	0.75000	0.75000	0.65625	0.53750	
84999	0.35556	0.20909	0.20915	0.22872	0.25116	
85172	0.42857	0.00000	0.00000	0.00000	0.00000	
85964	0.40000	0.50000	0.43860	0.44118	0.46667	
86416	0.35135	0.33333	0.26523	0.23580	0.22439	
86654	0.62500	0.60811	0.47619	0.43182	0.38065	
87072	0.40000	0.45455	0.40000	0.33333	0.33750	
87850	0.29000	0.18750	0.13740	0.11719	0.10569	
89529	0.35135	0.34884	0.27642	0.26282	0.23333	
89933	0.27848	0.19271	0.12371	0.09890	0.09524	
89943	0.30000	0.18095	0.12012	0.09404	0.08000	
90078	0.31944	0.25532	0.20652	0.19602	0.18353	
90364	0.75000	1.04167	1.03030	1.07500	1.11111	
90735	0.43478	0.36275	0.25000	0.22222	0.23333	
91020	0.30769	0.38583	0.34417	0.30720	0.26607	
91166	0.33333	0.25000	0.17460	0.14474	0.14118	
91797	0.28846	0.19853	0.09390	0.08462	0.08814	
92667	0.55319	0.39655	0.27869	0.24569	0.22545	
92675	0.47945	0.32099	0.26068	0.25338	0.25143	
93075	0.36000	0.27119	0.22222	0.19907	0.20392	
93142	0.25714	0.17949	0.16667	0.17361	0.17059	
94177	0.24510	0.20701	0.15208	0.13694	0.11921	
94576	0.37736	0.26087	0.20773	0.17910	0.16825	
94649	0.48780	0.53125	0.42553	0.38372	0.36923	
95429	0.30769	0.16071	0.11111	0.11538	0.12000	
95465	0.40000	0.44444	0.54167	0.67857	0.80000	
95759	0.37778	0.33607	0.26471	0.25000	0.24706	
96215	0.43750	0.38235	0.29167	0.26667	0.24286	
96790	0.20175	0.11180	0.08958	0.08609	0.07887	
96885	0.25664	0.16781	0.12472	0.11702	0.11493	
98089	0.56250	0.47222	0.35294	0.34375	0.33333	
98250	0.28571	0.07692	0.08333	0.09091	0.10000	
98392	0.30137	0.20556	0.15686	0.15190	0.15068	
98745	0.43023	0.37705	0.29231	0.22461	0.18560	
Average	0.39925	0.38515	0.34465	0.33128	0.34206	
Total time taken= 854.04 seconds
