File  	Rouge-1	Rouge-2	Rouge-3	Rouge-4	Rouge-5
47379	0.21212	0.04938	0.00000	0.00000	0.00000	
47444	0.31579	0.10000	0.05263	0.00000	0.00000	
47855	0.34000	0.14062	0.00000	0.00000	0.00000	
48011	0.43750	0.24390	0.12500	0.05263	0.02778	
49000	0.30612	0.00000	0.00000	0.00000	0.00000	
50078	0.13333	0.00000	0.00000	0.00000	0.00000	
51018	0.34286	0.09091	0.00000	0.00000	0.00000	
51867	0.21429	0.00000	0.00000	0.00000	0.00000	
51952	0.48000	0.34483	0.24138	0.13793	0.10345	
52979	0.23404	0.05469	0.00000	0.00000	0.00000	
53182	0.35185	0.12857	0.08451	0.05970	0.03226	
53447	0.38776	0.16364	0.07547	0.03922	0.02083	
53707	0.15789	0.05882	0.00000	0.00000	0.00000	
55107	0.22222	0.00000	0.00000	0.00000	0.00000	
55691	0.50000	0.16667	0.09091	0.00000	0.00000	
56614	0.46667	0.00000	0.00000	0.00000	0.00000	
56615	0.33333	0.06667	0.00000	0.00000	0.00000	
57197	0.22222	0.04425	0.00901	0.00000	0.00000	
57458	0.40000	0.00000	0.00000	0.00000	0.00000	
57557	0.30435	0.04348	0.00000	0.00000	0.00000	
57811	0.30508	0.14865	0.05479	0.02899	0.01538	
58978	0.51020	0.24615	0.12500	0.06557	0.03509	
59445	0.21053	0.06604	0.01905	0.01000	0.00000	
59728	0.33333	0.14286	0.00000	0.00000	0.00000	
60516	0.18519	0.03846	0.00000	0.00000	0.00000	
60524	0.45161	0.26316	0.10526	0.05405	0.02778	
61103	0.52174	0.29167	0.12500	0.04348	0.00000	
61395	0.36667	0.15625	0.00000	0.00000	0.00000	
61511	0.50000	0.21569	0.10204	0.06383	0.02222	
62046	0.35000	0.09524	0.00000	0.00000	0.00000	
62103	0.34848	0.11111	0.02151	0.01111	0.00000	
62554	0.26230	0.09211	0.04225	0.01538	0.00000	
62811	0.41463	0.18000	0.06000	0.04255	0.02273	
62823	0.26000	0.08824	0.02941	0.01515	0.00000	
63449	0.21333	0.03409	0.00000	0.00000	0.00000	
64006	0.38333	0.04110	0.00000	0.00000	0.00000	
64179	0.30000	0.08197	0.01613	0.00000	0.00000	
64255	0.13433	0.02968	0.01064	0.00217	0.00000	
64309	0.26471	0.02857	0.00000	0.00000	0.00000	
64820	0.42857	0.15385	0.05263	0.02778	0.00000	
65605	0.53333	0.25714	0.02941	0.00000	0.00000	
66388	0.13846	0.03371	0.00000	0.00000	0.00000	
67316	0.70588	0.22222	0.17647	0.12500	0.06667	
67662	0.35484	0.17582	0.09278	0.03125	0.01099	
67792	0.30000	0.09524	0.05263	0.00000	0.00000	
68013	0.37143	0.02564	0.00000	0.00000	0.00000	
69193	0.38710	0.14286	0.06061	0.03226	0.00000	
70100	0.21918	0.06061	0.01020	0.00000	0.00000	
70347	0.50000	0.22222	0.17647	0.12500	0.06667	
70627	0.28947	0.06383	0.00000	0.00000	0.00000	
70723	0.44444	0.12500	0.00000	0.00000	0.00000	
70847	0.16667	0.04167	0.00000	0.00000	0.00000	
70895	0.46512	0.38776	0.30612	0.22222	0.17073	
70976	0.32258	0.00000	0.00000	0.00000	0.00000	
73543	0.22222	0.00000	0.00000	0.00000	0.00000	
73825	0.43750	0.21951	0.09524	0.02500	0.00000	
74848	0.26786	0.04167	0.00000	0.00000	0.00000	
75348	0.60000	0.25000	0.00000	0.00000	0.00000	
75839	0.28302	0.04615	0.03175	0.01724	0.00000	
76453	0.36111	0.14634	0.04878	0.02564	0.00000	
76769	0.23077	0.08475	0.01786	0.00000	0.00000	
76784	0.23529	0.11864	0.05085	0.01786	0.00000	
77404	0.32143	0.11538	0.08696	0.04762	0.00000	
77559	0.20000	0.02857	0.00000	0.00000	0.00000	
77997	0.22581	0.00000	0.00000	0.00000	0.00000	
78329	0.31579	0.11429	0.06061	0.01613	0.00000	
78839	0.35000	0.14286	0.05000	0.00000	0.00000	
78857	0.22642	0.03448	0.00000	0.00000	0.00000	
79970	0.34286	0.07317	0.02439	0.00000	0.00000	
80286	0.39437	0.13333	0.03488	0.00000	0.00000	
80379	0.27907	0.07843	0.00000	0.00000	0.00000	
81392	0.25000	0.10101	0.02041	0.00000	0.00000	
81394	0.36842	0.07463	0.01538	0.00000	0.00000	
81446	0.29268	0.08696	0.00000	0.00000	0.00000	
81572	0.17647	0.06667	0.01754	0.00000	0.00000	
82988	0.46429	0.17647	0.06250	0.00000	0.00000	
84359	0.62500	0.28571	0.20000	0.00000	0.00000	
84413	0.30435	0.11111	0.04762	0.01613	0.00000	
84712	0.18750	0.07477	0.02586	0.01739	0.00893	
84981	0.68750	0.18750	0.06250	0.00000	0.00000	
84999	0.33333	0.01818	0.00000	0.00000	0.00000	
85172	0.42857	0.00000	0.00000	0.00000	0.00000	
85964	0.30000	0.00000	0.00000	0.00000	0.00000	
86416	0.33784	0.13542	0.04301	0.01136	0.00000	
86654	0.53125	0.32432	0.17143	0.12121	0.06452	
87072	0.35000	0.09091	0.00000	0.00000	0.00000	
87850	0.24000	0.03906	0.00763	0.00000	0.00000	
89529	0.32432	0.13953	0.07317	0.05128	0.02778	
89933	0.24051	0.09375	0.03093	0.00000	0.00000	
89943	0.25714	0.05714	0.00901	0.00000	0.00000	
90078	0.25000	0.04255	0.00000	0.00000	0.00000	
90364	0.75000	0.66667	0.54545	0.50000	0.44444	
90735	0.26087	0.07843	0.00000	0.00000	0.00000	
91020	0.25275	0.12598	0.04065	0.00847	0.00000	
91166	0.19444	0.04545	0.00000	0.00000	0.00000	
91797	0.13462	0.05882	0.00000	0.00000	0.00000	
92667	0.51064	0.17241	0.04918	0.01724	0.00000	
92675	0.32877	0.07407	0.00000	0.00000	0.00000	
93075	0.28000	0.06780	0.01754	0.00000	0.00000	
93142	0.22857	0.02564	0.00000	0.00000	0.00000	
94177	0.18627	0.07643	0.01875	0.00637	0.00000	
94576	0.18868	0.02899	0.00000	0.00000	0.00000	
94649	0.39024	0.10417	0.02128	0.00000	0.00000	
95429	0.23077	0.07143	0.00000	0.00000	0.00000	
95465	0.40000	0.00000	0.00000	0.00000	0.00000	
95759	0.33333	0.13115	0.01471	0.00000	0.00000	
96215	0.43750	0.11765	0.00000	0.00000	0.00000	
96790	0.16667	0.01863	0.00000	0.00000	0.00000	
96885	0.16814	0.04110	0.00680	0.00000	0.00000	
98089	0.37500	0.05556	0.00000	0.00000	0.00000	
98250	0.21429	0.00000	0.00000	0.00000	0.00000	
98392	0.20548	0.04444	0.00000	0.00000	0.00000	
98745	0.33721	0.13115	0.04615	0.00781	0.00000	
Average	0.33069	0.10590	0.03861	0.01737	0.00930	
Total time taken= 569.28 seconds
